time.v,acceleration,time.l,lat. X accel.,lat. Y accel.,time.g,Gyro X,Gyro Y,Gyro Z
712.214,-0.511719,712.215,0.183594,-0.644531,712.207,-204.05,-204.82,-435.75
712.225,-0.46875,712.226,-0.0390625,-0.667969,712.215,-191.1,-213.29,-418.6
712.236,-0.421875,712.237,0.257812,-0.355469,712.226,-175.98,-225.47,-389.62
712.247,-0.417969,712.247,-0.0117188,-0.464844,712.237,-169.33,-234.22,-351.96
712.258,-0.332031,712.258,-0.09375,-0.242188,712.248,-162.54,-240.94,-320.53
712.266,-0.335938,712.266,0.0351562,-0.378906,712.259,-150.99,-246.82,-290.85
712.276,-0.402344,712.276,0.226562,-0.0859375,712.267,-142.38,-250.39,-269.22
712.286,-0.414062,712.287,0.0078125,0.0585938,712.277,-128.8,-252.07,-256.97
712.297,-0.359375,712.297,-0.0078125,-0.371094,712.287,-121.8,-256.76,-236.74
712.305,-0.316406,712.306,0.03125,0.0507812,712.297,-117.11,-263.2,-210.42
712.316,-0.359375,712.316,0.0507812,-0.28125,712.306,-107.31,-268.38,-186.76
712.325,-0.269531,712.325,0.0390625,-0.0234375,712.316,-104.09,-271.39,-170.31
712.334,-0.300781,712.335,-0.167969,-0.171875,712.326,-92.89,-275.24,-155.12
712.345,-0.257812,712.346,-0.160156,-0.152344,712.335,-86.66,-278.18,-146.58
712.353,-0.265625,712.355,0.0859375,-0.0585938,712.347,-81.06,-281.4,-132.72
712.365,-0.300781,712.366,0.269531,-0.164062,712.355,-77.49,-283.57,-120.12
712.373,-0.324219,712.374,0.183594,-0.265625,712.366,-76.65,-285.81,-105.49
712.384,-0.429688,712.385,-0.273438,-0.0273438,712.374,-78.54,-288.96,-90.51
712.392,-0.460938,712.393,-0.09375,-0.113281,712.385,-79.24,-295.54,-72.45
712.405,-0.414062,712.405,-0.21875,0.117188,712.398,-86.66,-302.96,-41.79
712.415,-0.425781,712.415,-0.335938,0.277344,712.406,-91.42,-308.49,-18.83
712.423,-0.40625,712.424,-0.0585938,-0.140625,712.416,-93.94,-312.76,-3.15
712.435,-0.351562,712.435,-0.152344,0.121094,712.425,-97.51,-316.47,15.68
712.446,-0.347656,712.446,-0.195312,0.0703125,712.436,-99.54,-320.32,26.88
712.457,-0.402344,712.458,-0.347656,0.414062,712.446,-101.71,-323.47,29.75
712.464,-0.402344,712.465,-0.449219,-0.199219,712.458,-103.95,-327.04,37.31
712.476,-0.46875,712.476,-0.328125,-0.324219,712.465,-111.86,-331.38,54.67
712.482,-0.488281,712.483,-0.417969,0.523438,712.476,-121.87,-337.47,79.94
712.496,-0.597656,712.496,-0.382812,-0.300781,712.484,-131.88,-340.83,94.57
712.502,-0.546875,712.506,-0.378906,0.191406,712.497,-149.1,-345.1,114.52
712.514,-0.667969,712.515,-0.453125,0.0625,712.506,-159.67,-347.27,129.71
712.524,-0.773438,712.524,-0.515625,-0.0625,712.515,-168.91,-348.25,136.22
712.534,-0.804688,712.536,-0.527344,0.695312,712.525,-183.47,-349.65,150.71
712.545,-0.914062,712.545,-0.550781,0.0742188,712.536,-195.86,-349.37,164.92
712.552,-0.914062,712.556,-0.625,0.902344,712.546,-210.56,-347.27,174.37
712.565,-1.05859,712.566,-0.703125,0.78125,712.556,-220.15,-342.79,183.96
712.575,-1.24219,712.575,-0.746094,0.34375,712.566,-233.24,-336.28,189.84
712.582,-1.25391,712.583,-0.800781,0.75,712.576,-242.69,-328.79,195.09
712.595,-1.26562,712.595,-0.859375,0.546875,712.583,-252.7,-319.48,202.93
712.602,-1.27734,712.602,-0.835938,0.867188,712.595,-269.08,-306.74,204.75
712.613,-1.375,712.613,-0.726562,1.33984,712.605,-277.2,-291.97,202.16
712.624,-1.46094,712.624,-0.617188,1.05859,712.614,-289.03,-276.85,200.97
712.631,-1.46094,712.632,-0.679688,1.18359,712.625,-299.32,-260.61,195.79
712.641,-1.46094,712.646,-0.660156,1.24219,712.637,-300.37,-244.3,187.88
712.656,-1.44141,712.657,-0.59375,0.980469,712.646,-308.49,-230.51,190.75
712.661,-1.44141,712.665,-0.632812,1.49219,712.657,-308.35,-216.02,187.39
712.673,-1.33594,712.674,-0.671875,0.6875,712.665,-304.64,-200.41,182.21
712.684,-1.21875,712.684,-0.558594,1.41406,712.674,-311.15,-185.01,175.14
712.691,-1.17188,712.692,-0.546875,1.30078,712.685,-300.3,-170.8,169.05
712.701,-1.17188,712.705,-0.554688,0.90625,712.693,-302.26,-154.98,159.88
712.712,-1.12891,712.713,-0.394531,1.51953,712.705,-299.74,-139.44,145.6
712.723,-1.15625,712.723,-0.753906,0.796875,712.713,-284.55,-128.8,131.25
712.732,-1.07031,712.733,-1.05469,0.609375,712.724,-277.55,-118.86,115.01
712.744,-0.894531,712.744,-1,0.535156,712.734,-265.79,-108.43,96.53
712.752,-0.847656,712.754,-0.496094,1.26172,712.744,-255.99,-97.09,76.79
712.765,-0.878906,712.765,-0.816406,0.691406,712.754,-245.07,-88.13,60.06
712.772,-0.964844,712.773,-1.19531,0.367188,712.765,-215.39,-84,21.14
712.784,-1.05859,712.784,-0.964844,0.242188,712.774,-202.44,-79.03,-0.84
712.793,-0.839844,712.794,-0.75,0.441406,712.784,-189.28,-74.06,-27.51
712.801,-0.746094,712.802,-0.542969,0.585938,712.794,-173.81,-70.49,-59.08
712.812,-0.875,712.812,-0.339844,0.75,712.803,-161.35,-67.83,-85.05
712.822,-0.742188,712.822,-0.433594,0.574219,712.813,-149.38,-65.73,-109.83
712.834,-0.550781,712.834,-0.53125,0.523438,712.823,-135.38,-63.7,-141.4
712.842,-0.613281,712.842,-0.480469,0.398438,712.835,-124.95,-61.53,-165.55
712.858,-0.824219,712.858,-0.375,0.285156,712.843,-118.37,-59.08,-181.65
712.863,-0.777344,712.863,-0.4375,0.300781,712.858,-111.16,-57.12,-200.41
712.874,-0.683594,712.874,-0.585938,-0.0234375,712.864,-99.75,-56.28,-225.33
712.881,-0.792969,712.882,-0.496094,0.230469,712.875,-90.37,-55.86,-248.08
712.892,-0.835938,712.893,-0.425781,0.03125,712.886,-78.89,-55.86,-267.68
712.903,-0.605469,712.903,-0.519531,0.117188,712.893,-64.05,-56.28,-292.81
712.912,-0.695312,712.913,-0.46875,0.0742188,712.903,-47.32,-55.44,-318.85
712.922,-0.902344,712.923,-0.34375,-0.09375,712.913,-34.44,-53.48,-338.38
712.931,-0.675781,712.931,-0.4375,0.0703125,712.923,-20.09,-49.91,-364
712.94,-1.01562,712.941,-0.285156,-0.144531,712.932,-2.73,-44.8,-394.59
712.956,-1.06641,712.956,-0.25,-0.0507812,712.946,8.96,-38.85,-420.14
712.963,-0.796875,712.964,-0.34375,-0.246094,712.956,25.76,-31.15,-454.93
712.973,-0.96875,712.973,-0.273438,-0.167969,712.964,39.83,-21.63,-488.39
712.983,-0.972656,712.983,-0.273438,-0.199219,712.974,49.7,-11.41,-513.45
712.994,-1,712.995,-0.253906,-0.355469,712.983,59.36,0.07,-539.28
713,-1.01953,713.001,-0.242188,-0.253906,712.996,65.59,13.23,-562.59
713.01,-1.00781,713.011,-0.238281,-0.4375,713.005,70.7,27.58,-585.13
713.021,-0.855469,713.024,-0.304688,-0.375,713.015,72.59,43.05,-606.97
713.03,-1.0625,713.034,-0.285156,-0.398438,713.024,72.8,58.17,-626.57
713.04,-1.17188,713.041,-0.253906,-0.453125,713.034,67.9,71.61,-638.47
713.055,-0.859375,713.056,-0.324219,-0.464844,713.047,59.92,83.09,-643.72
713.063,-1.20312,713.063,-0.292969,-0.46875,713.056,50.19,91.91,-643.37
713.073,-1.14453,713.073,-0.320312,-0.503906,713.063,38.01,98.49,-639.38
713.082,-1.15625,713.083,-0.335938,-0.417969,713.074,25.55,102.34,-630.14
713.094,-1.12891,713.094,-0.285156,-0.574219,713.083,12.6,103.88,-617.19
713.1,-1.375,713.101,-0.246094,-0.386719,713.094,-0.98,103.18,-600.39
713.111,-1.06641,713.112,-0.242188,-0.554688,713.105,-13.86,100.66,-579.25
713.121,-1.29297,713.121,-0.171875,-0.550781,713.113,-26.53,93.73,-552.51
713.133,-1.41406,713.133,0.0664062,-0.546875,713.123,-37.03,86.73,-528.15
713.145,-1.17188,713.145,0.253906,-0.636719,713.133,-44.73,77.14,-504.21
713.155,-1.52344,713.155,0.117188,-0.476562,713.146,-51.66,62.09,-476.63
713.163,-1.05078,713.163,0.230469,-0.578125,713.155,-57.26,47.11,-448.07
713.169,-1.09766,713.17,0.199219,-0.609375,713.164,-59.64,6.58,-378.49
713.18,-1.64062,713.181,0.273438,-0.519531,713.174,-59.64,-7.98,-359.59
713.194,-1.35547,713.194,0.257812,-0.605469,713.182,-59.29,-24.71,-336.21
713.199,-1.35547,713.2,0.191406,-0.777344,713.194,-54.6,-42.91,-313.18
713.21,-1.62109,713.21,0.195312,-0.75,713.204,-49.07,-58.59,-295.89
713.222,-1.55469,713.222,0.238281,-0.765625,713.211,-43.19,-73.29,-279.02
713.233,-1.26172,713.233,0.164062,-0.890625,713.223,-35.49,-87.57,-264.18
713.24,-1.51172,713.24,0.292969,-0.6875,713.234,-29.05,-98.84,-253.47
713.249,-1.51172,713.255,0.710938,-0.445312,713.241,-24.85,-106.89,-242.48
713.259,-1.8125,713.26,0.933594,-0.238281,713.255,-19.11,-115.57,-231.84
713.27,-1.36719,713.27,0.929688,-0.402344,713.264,-10.85,-124.6,-224.35
713.279,-1.36719,713.283,1.03516,-0.296875,713.273,-4.69,-131.39,-221.55
713.293,-1.67578,713.293,1.24609,-0.136719,713.283,0.77,-137.41,-220.15
713.301,-1.90234,713.301,1.34375,-0.0429688,713.294,6.16,-143.36,-221.34
713.311,-1.45703,713.314,1.33203,-0.046875,713.302,14.14,-149.52,-227.15
713.32,-1.52734,713.321,1.31641,-0.0234375,713.314,22.96,-156.31,-233.73
713.329,-2.12109,713.33,1.31641,-0.894531,713.322,30.66,-162.75,-237.51
713.339,-1.48828,713.345,1.24219,-1.24219,713.333,35.91,-167.86,-243.67
713.354,-1.40234,713.355,1.30078,-1.08203,713.341,45.36,-170.8,-256.2
713.362,-1.80859,713.362,1.48047,-1.07812,713.355,52.57,-173.6,-266
713.372,-1.34766,713.372,1.47266,-1.08594,713.362,58.17,-175.07,-276.5
713.382,-1.16406,713.382,1.48047,-1.14453,713.372,64.19,-173.67,-296.38
713.392,-1.82812,713.392,1.63672,-0.210938,713.383,66.5,-173.46,-310.45
713.401,-1.68359,713.402,1.60938,1.09766,713.392,68.11,-174.09,-321.09
713.413,-1.57422,713.413,1.55859,1.17188,713.402,76.02,-173.32,-333.69
713.422,-1.89453,713.422,1.47656,0.804688,713.413,85.89,-171.29,-337.82
713.43,-1.80469,713.431,1.54688,0.574219,713.423,96.53,-166.74,-335.16
713.443,-1.37109,713.443,1.61328,-0.15625,713.432,109.2,-159.25,-330.75
713.448,-1.62891,713.454,1.59766,0.746094,713.443,111.23,-153.79,-327.81
713.458,-1.59766,713.459,1.17578,1.11719,713.454,111.58,-151.76,-323.12
713.469,-1.04297,713.469,0.746094,1.375,713.464,96.95,-147.91,-312.97
713.479,-1.40625,713.479,0.878906,1.60547,713.474,95.06,-146.86,-284.13
713.492,-1.48828,713.492,1.00391,0.6875,713.48,85.96,-150.57,-245.49
713.499,-1.04297,713.499,1.01562,1.18359,713.492,68.6,-149.52,-207.27
713.509,-1.33984,713.51,0.78125,1.40234,713.503,73.22,-144.2,-186.62
713.522,-1.51172,713.522,0.589844,1.10156,713.512,65.03,-140.28,-180.25
713.528,-1.22266,713.531,0.578125,1.36328,713.522,54.39,-136.78,-156.87
713.538,-1.22266,713.539,0.566406,1.21094,713.532,46.2,-133.91,-121.45
713.553,-1.44141,713.553,0.65625,0.96875,713.543,29.26,-133.91,-86.66
713.559,-1.10156,713.56,0.773438,1.10938,713.554,15.05,-133.42,-50.33
713.569,-1.45703,713.57,0.554688,1.07422,713.56,0.42,-115.64,-38.36
713.579,-1.49219,713.58,0.628906,0.921875,713.57,-8.05,-107.87,-40.25
713.588,-1.05078,713.589,0.765625,0.9375,713.581,-23.45,-102.2,-17.99
713.599,-1.21875,713.6,0.722656,0.964844,713.595,-35.91,-95.34,3.22
713.61,-1.75,713.612,0.988281,0.78125,713.601,-46.76,-89.88,11.97
713.619,-1.58984,713.62,1.07031,0.679688,713.612,-62.02,-84.56,25.06
713.631,-1.15234,713.632,0.839844,0.949219,713.621,-73.36,-68.6,13.37
713.638,-1.15234,713.643,1.02344,0.679688,713.632,-79.03,-57.68,2.1
713.648,-1.60547,713.649,1.03125,0.785156,713.643,-92.75,-49.14,1.05
713.659,-1.82031,713.659,0.992188,0.84375,713.65,-98.7,-34.44,-5.32
713.67,-1.67188,713.67,0.957031,0.644531,713.66,-106.75,-20.93,-10.85
713.68,-1.80469,713.681,1.00391,1.02344,713.671,-113.54,-8.05,-22.12
713.693,-1.94922,713.693,1.11328,0.78125,713.681,-115.01,4.76,-38.43
713.701,-1.80078,713.701,1.07812,0.941406,713.693,-120.05,17.01,-57.54
713.711,-1.67188,713.711,1.0625,0.882812,713.702,-118.79,27.86,-79.38
713.721,-1.76172,713.721,1.08203,0.925781,713.711,-118.3,36.68,-101.01
713.729,-2.04297,713.729,1.12109,0.980469,713.721,-115.85,43.61,-119.7
713.74,-1.97656,713.74,1.12109,0.972656,713.729,-113.96,48.02,-138.18
713.748,-1.60547,713.749,1.01953,0.914062,713.74,-111.23,50.4,-155.19
713.758,-1.48047,713.758,0.914062,0.964844,713.75,-108.71,52.43,-165.83
713.769,-1.96875,713.769,0.917969,1.21875,713.76,-105.42,52.64,-170.1
713.78,-2.03906,713.781,1.03125,1.07031,713.77,-107.45,50.19,-169.26
713.791,-1.51562,713.791,0.894531,1.07812,713.781,-107.94,44.87,-167.86
713.798,-1.34375,713.799,0.796875,1.0625,713.791,-104.23,40.04,-175.21
713.809,-1.59766,713.81,0.828125,1.17578,713.8,-100.94,34.72,-184.1
713.817,-1.95312,713.821,0.9375,1.17969,713.81,-99.75,29.33,-192.64
713.828,-1.69141,713.829,0.878906,1.15625,713.821,-96.46,23.73,-201.32
713.841,-1.05859,713.841,0.695312,1.03125,713.83,-88.55,20.58,-217.21
713.848,-1.09766,713.848,0.6875,1.30859,713.841,-80.85,17.5,-233.31
713.86,-1.65625,713.86,0.722656,1.06641,713.849,-75.46,13.65,-241.29
713.87,-1.56641,713.87,0.695312,1.39844,713.86,-74.62,9.1,-245.7
713.88,-0.898438,713.88,0.539062,1.02734,713.871,-66.29,3.64,-243.04
713.888,-0.96875,713.889,0.503906,1.30469,713.88,-59.36,-1.61,-240.31
713.9,-1.28516,713.9,0.601562,1.11719,713.889,-52.71,-5.18,-235.62
713.907,-1.22656,713.908,0.609375,1.20703,713.9,-52.08,-6.37,-230.72
713.919,-0.851562,713.92,0.464844,1.32031,713.91,-42.7,-4.76,-231.28
713.927,-1.10547,713.931,0.386719,1.21875,713.92,-36.05,-3.64,-236.67
713.938,-1.17578,713.939,0.339844,1.17188,713.931,-35.84,-4.27,-236.32
713.947,-0.875,713.953,0.171875,1.26953,713.939,-32.76,-6.16,-224.07
713.957,-0.875,713.958,0.15625,1.36328,713.953,-28,-6.79,-210.91
713.967,-1.07422,713.968,0.140625,1.13672,713.962,-25.69,-6.3,-197.33
713.978,-0.773438,713.979,0.128906,1.26953,713.972,-27.44,-5.74,-177.94
713.987,-0.765625,713.988,0.121094,1.36328,713.98,-23.03,-6.09,-152.53
714,-1.03906,714,0.117188,1.16406,713.992,-24.85,-5.11,-128.59
714.011,-0.9375,714.011,0.105469,1.09766,714,-29.47,1.05,-107.1
714.017,-0.75,714.017,-0.15625,1.45703,714.012,-29.33,10.29,-88.9
714.027,-0.71875,714.028,-0.0390625,1.22266,714.018,-28.91,12.53,-64.26
714.04,-0.835938,714.04,0.167969,1.15234,714.029,-34.79,9.17,-26.67
714.047,-0.742188,714.048,0.273438,1.24219,714.04,-36.26,10.78,5.32
714.058,-0.609375,714.059,-0.015625,1.26953,714.049,-36.89,17.78,25.97
714.069,-0.617188,714.069,0.132812,1.34375,714.059,-39.41,23.24,45.64
714.079,-0.730469,714.079,0.152344,1.26172,714.07,-41.23,22.68,78.33
714.086,-0.730469,714.091,0.363281,1.24609,714.079,-44.52,19.95,119.14
714.099,-0.757812,714.099,0.347656,1.26562,714.092,-46.83,29.89,172.83
714.109,-0.808594,714.109,0.210938,1.14453,714.099,-49.91,32.97,201.81
714.119,-0.714844,714.119,0.140625,1.17578,714.109,-52.64,33.46,242.83
714.127,-0.617188,714.127,0.355469,1.05078,714.119,-55.51,39.34,281.68
714.137,-0.710938,714.137,0.300781,1.12109,714.128,-56.14,50.75,304.57
714.146,-0.953125,714.147,0.304688,1.05859,714.138,-52.15,61.88,321.02
714.156,-0.832031,714.157,0.316406,0.96875,714.152,-51.24,72.17,340.06
714.167,-0.671875,714.167,0.550781,1.05859,714.161,-52.01,79.8,371.63
714.178,-0.78125,714.179,0.5,0.945312,714.168,-46.55,88.41,395.92
714.186,-0.964844,714.187,0.613281,0.90625,714.179,-39.76,99.33,403.55
714.196,-0.964844,714.2,0.792969,0.839844,714.193,-32.13,109.27,414.75
714.206,-0.753906,714.207,0.679688,0.882812,714.2,-23.87,121.87,421.05
714.219,-0.859375,714.219,0.554688,1.07031,714.209,-11.34,133.21,419.51
714.226,-1.14453,714.227,0.457031,1,714.22,3.15,143.71,413.98
714.238,-1.16016,714.239,0.628906,0.871094,714.231,15.75,154.63,407.89
714.246,-0.898438,714.247,1.10156,0.367188,714.239,28.84,164.78,401.94
714.257,-0.792969,714.258,1.14453,0.230469,714.248,36.19,168.28,397.46
714.267,-0.855469,714.267,0.597656,1.07812,714.259,43.05,162.47,393.54
714.276,-1.04297,714.277,0.519531,1.17969,714.268,49.63,155.61,385.77
714.29,-1.09375,714.29,0.785156,0.613281,714.278,51.17,153.23,375.97
714.297,-0.878906,714.298,1.09766,0.46875,714.29,56.56,154.84,357.91
714.308,-0.832031,714.308,1.19922,0.0664062,714.3,69.51,156.1,334.25
714.318,-0.878906,714.319,1.20703,-0.144531,714.309,66.08,151.34,317.59
714.326,-1.07812,714.326,1.23047,0.15625,714.319,67.48,145.67,303.24
714.338,-1.08984,714.339,1.20703,-0.144531,714.327,68.53,141.89,287.21
714.346,-0.867188,714.347,1.10938,-0.00390625,714.339,65.66,141.54,265.23
714.356,-0.804688,714.357,1.00781,0.0820312,714.348,68.6,141.4,243.88
714.368,-0.964844,714.368,0.933594,0.25,714.359,69.51,139.79,227.85
714.378,-1.16016,714.378,0.878906,0.378906,714.369,72.31,138.67,212.24
714.389,-1.16016,714.389,0.792969,0.503906,714.379,75.67,139.93,192.08
714.398,-0.855469,714.399,0.753906,0.707031,714.39,78.47,142.73,168.77
714.408,-0.722656,714.409,0.675781,0.777344,714.399,83.79,144.55,147.63
714.418,-0.9375,714.418,0.59375,0.519531,714.409,82.88,144.27,130.9
714.426,-1.07812,714.426,0.675781,0.582031,714.419,77.91,140.91,121.52
714.435,-0.992188,714.436,0.832031,0.542969,714.427,77.49,136.57,117.32
714.451,-0.746094,714.451,0.660156,0.339844,714.44,71.89,137.9,100.52
714.457,-0.746094,714.458,0.535156,0.183594,714.454,70.49,142.38,75.25
714.466,-1.01953,714.467,0.535156,0.183594,714.458,58.8,134.75,67.34
714.475,-0.898438,714.475,0.695312,0.253906,714.467,58.8,134.75,67.34
714.487,-0.855469,714.487,0.703125,0.351562,714.476,62.09,132.72,62.86
714.499,-0.992188,714.5,0.429688,0.550781,714.487,60.76,134.54,49.91
714.507,-1.07812,714.507,0.421875,0.3125,714.496,69.72,135.52,42.91
714.515,-0.851562,714.516,0.398438,0.421875,714.508,68.81,133.84,48.93
714.525,-0.96875,714.526,0.347656,0.476562,714.517,73.29,133.21,54.95
714.538,-1.11719,714.538,0.292969,0.375,714.526,74.55,133.35,59.57
714.544,-1,714.545,0.269531,0.449219,714.54,75.39,132.72,68.18
714.557,-0.8125,714.557,0.226562,0.335938,714.55,77,131.25,80.99
714.564,-0.8125,714.568,0.175781,0.449219,714.558,77.56,129.78,93.17
714.577,-0.964844,714.577,0.164062,0.335938,714.568,80.29,127.33,104.3
714.584,-1.15234,714.585,0.175781,0.457031,714.578,79.59,123.55,118.09
714.598,-0.847656,714.598,0.152344,0.296875,714.586,79.73,119,137.27
714.604,-0.847656,714.608,0.160156,0.347656,714.599,77.91,114.45,158.13
714.616,-0.90625,714.617,0.191406,0.304688,714.608,78.33,110.46,171.71
714.624,-1.00781,714.628,0.226562,0.308594,714.617,77.14,106.4,182.49
714.634,-1.00781,714.64,0.226562,0.277344,714.629,76.16,101.22,199.08
714.646,-0.671875,714.646,0.226562,0.292969,714.64,76.37,95.48,218.96
714.654,-0.671875,714.655,0.226562,0.292969,714.647,77.77,89.32,235.83
714.666,-0.96875,714.667,0.246094,0.148438,714.656,77.77,89.32,235.83
714.677,-0.722656,714.677,0.289062,0.25,714.668,76.58,72.94,283.78
714.684,-0.804688,714.69,0.292969,0.285156,714.678,77.35,66.71,304.57
714.696,-0.945312,714.696,0.261719,0.253906,714.691,74.97,63.07,313.88
714.703,-0.917969,714.704,0.292969,0.261719,714.699,72.73,58.73,325.43
714.716,-0.71875,714.716,0.375,0.234375,714.708,70.35,53.48,341.04
714.726,-0.550781,714.726,0.242188,0.214844,714.716,67.55,50.75,348.74
714.737,-0.671875,714.737,0.117188,0.375,714.727,67.83,50.12,347.06
714.745,-0.847656,714.746,0.148438,0.308594,714.737,68.81,46.97,351.4
714.753,-0.847656,714.759,0.292969,0.5,714.748,67.34,42.35,360.08
714.765,-0.753906,714.765,0.238281,0.226562,714.76,66.5,40.11,361.83
714.774,-0.890625,714.774,0.261719,0.5,714.766,65.31,41.79,350.49
714.789,-0.964844,714.79,0.339844,0.238281,714.775,68.04,41.09,345.38
714.798,-0.828125,714.798,0.351562,0.339844,714.791,65.87,42.56,335.93
714.804,-0.722656,714.805,0.339844,0.425781,714.799,68.81,45.15,324.73
714.813,-0.734375,714.814,0.375,0.246094,714.805,68.32,47.18,315.56
714.824,-0.851562,714.824,0.40625,0.378906,714.815,67.62,49.35,305.34
714.834,-0.902344,714.834,0.425781,0.371094,714.825,69.3,52.99,290.22
714.843,-0.902344,714.851,0.429688,0.308594,714.835,68.11,57.68,272.09
714.856,-0.832031,714.857,0.421875,0.4375,714.852,71.26,61.88,254.94
714.866,-0.960938,714.868,0.429688,0.292969,714.857,74.41,64.47,241.22
714.873,-0.960938,714.877,0.449219,0.503906,714.868,75.53,66.92,228.9
714.883,-0.640625,714.891,0.417969,0.175781,714.877,78.47,70.63,215.46
714.895,-0.449219,714.896,0.378906,0.339844,714.891,78.75,75.74,199.64
714.907,-0.625,714.907,0.308594,0.371094,714.896,84.21,78.82,188.02
714.913,-0.8125,714.917,0.410156,0.296875,714.907,83.51,80.22,179.76
714.923,-0.761719,714.924,0.453125,0.433594,714.917,85.4,80.78,173.6
714.933,-0.789062,714.934,0.34375,0.378906,714.928,89.53,85.26,158.2
714.945,-1.02734,714.948,0.328125,0.503906,714.94,92.19,89.81,140.35
714.954,-1.02734,714.954,0.328125,0.503906,714.95,95.34,90.09,132.93
714.966,-0.945312,714.966,0.21875,0.441406,714.956,95.34,90.09,132.93
714.975,-0.945312,714.976,0.21875,0.355469,714.967,104.23,92.19,120.4
714.982,-0.804688,714.983,0.242188,0.417969,714.976,102.48,90.86,130.9
714.994,-0.964844,714.995,0.246094,0.359375,714.984,101.64,91.63,139.09
715.005,-1.09375,715.005,0.300781,0.453125,714.995,98.21,94.5,140.84
715.014,-1.08984,715.014,0.234375,0.484375,715.006,97.16,98.07,140.56
715.023,-0.894531,715.024,0.121094,0.28125,715.015,94.99,101.15,142.66
715.034,-0.84375,715.034,0.125,0.445312,715.025,92.4,101.57,155.33
715.043,-0.902344,715.044,0.140625,0.289062,715.035,90.02,99.47,175.7
715.052,-0.902344,715.055,0.175781,0.425781,715.045,83.72,98.42,193.9
715.064,-0.875,715.065,0.234375,0.421875,715.056,82.25,99.89,205.87
715.073,-0.933594,715.073,0.238281,0.382812,715.065,79.94,103.25,207.55
715.085,-0.9375,715.085,0.171875,0.515625,715.074,80.29,107.17,202.65
715.093,-0.996094,715.094,0.136719,0.441406,715.088,82.04,109.2,200.55
715.103,-1.08594,715.103,0.199219,0.5,715.095,83.65,108.22,204.96
715.115,-0.949219,715.116,0.179688,0.347656,715.104,84.84,106.61,213.85
715.122,-0.910156,715.123,0.125,0.449219,715.116,84.56,106.54,222.95
715.132,-0.925781,715.138,0.144531,0.480469,715.127,85.4,106.61,233.03
715.146,-0.972656,715.146,0.199219,0.460938,715.139,84.7,105.63,242.9
715.154,-0.972656,715.154,0.199219,0.460938,715.147,86.1,105,248.78
715.162,-0.808594,715.166,0.253906,0.4375,715.155,86.1,105,248.78
715.175,-0.90625,715.176,0.246094,0.507812,715.166,92.68,107.03,249.41
715.183,-1.32031,715.183,0.277344,0.542969,715.176,97.86,107.52,247.87
715.191,-1.12109,715.192,0.261719,0.308594,715.184,99.82,106.33,254.45
715.204,-0.625,715.204,0.214844,0.414062,715.196,100.24,104.02,274.12
715.214,-0.636719,715.214,0.214844,0.425781,715.204,104.23,101.36,295.54
715.224,-0.980469,715.225,0.261719,0.320312,715.215,104.79,98.14,308.21
715.232,-0.914062,715.232,0.332031,0.40625,715.225,107.73,94.36,318.29
715.241,-0.730469,715.242,0.359375,0.382812,715.233,110.81,91.49,331.59
715.253,-0.730469,715.254,0.324219,0.265625,715.25,114.73,88.06,340.76
715.262,-1.08594,715.264,0.363281,0.289062,715.254,120.82,69.93,377.93
715.272,-0.839844,715.272,0.515625,0.214844,715.264,120.96,59.92,404.95
715.285,-0.78125,715.288,0.511719,0.179688,715.273,120.61,52.85,420.91
715.294,-0.871094,715.295,0.585938,0.117188,715.289,120.19,52.15,411.18
715.303,-0.996094,715.304,0.691406,0.152344,715.295,119.63,48.79,404.04
715.313,-0.675781,715.314,0.6875,-0.0390625,715.304,116.9,46.55,394.8
715.324,-0.5,715.324,0.667969,0.0195312,715.314,114.8,43.68,384.86
715.338,-0.574219,715.339,0.660156,0.015625,715.325,114.73,37.45,381.71
715.344,-0.65625,715.345,0.714844,0.0625,715.339,112.49,30.1,380.17
715.352,-0.65625,715.353,0.714844,0.0625,715.345,110.46,24.22,373.94
715.364,-0.722656,715.364,0.667969,0.246094,715.353,110.46,24.22,373.94
715.374,-0.535156,715.375,0.703125,0.28125,715.365,103.32,22.82,333.34
715.382,-0.3125,715.383,0.664062,0.460938,715.376,98.84,26.32,302.54
715.393,-0.429688,715.394,0.550781,0.597656,715.383,98.63,27.86,274.33
715.404,-0.621094,715.405,0.585938,0.207031,715.394,91.07,24.08,258.44
715.414,-0.644531,715.414,0.832031,0.488281,715.405,82.46,17.5,249.69
715.423,-0.589844,715.423,0.765625,0.363281,715.414,81.62,15.26,235.27
715.437,-0.410156,715.437,0.613281,0.460938,715.424,74.34,22.61,200.9
715.442,-0.574219,715.443,0.632812,0.695312,715.438,71.89,27.09,173.95
715.451,-0.574219,715.452,0.632812,0.695312,715.443,65.24,25.2,161.28
715.46,-0.519531,715.461,0.792969,0.484375,715.452,65.24,25.2,161.28
715.473,-0.414062,715.473,0.71875,0.542969,715.465,58.03,25.97,122.92
715.488,-0.4375,715.488,0.652344,0.402344,715.473,53.62,28.98,97.51
715.493,-0.410156,715.493,0.695312,0.472656,715.488,47.6,28.49,79.94
715.503,-0.355469,715.503,0.722656,0.367188,715.493,45.85,26.11,67.69
715.511,-0.429688,715.511,0.695312,0.316406,715.503,41.58,25.06,53.2
715.521,-0.445312,715.521,0.667969,0.335938,715.515,37.45,25.2,38.01
715.53,-0.519531,715.531,0.683594,0.378906,715.522,33.32,25.41,24.01
