time.v,acceleration,time.l,lat. X accel.,lat. Y accel.,time.g,Gyro X,Gyro Y,Gyro Z
267.604,1.04688,267.607,-0.015625,-0.0117188,267.607,0.14,-0.14,-0.14
267.704,1.03906,267.705,-0.015625,-0.015625,267.707,-0.07,-0.14,0
267.805,1.03516,267.806,-0.015625,-0.015625,267.806,0.07,-0.14,-0.14
267.904,1.03516,267.905,-0.015625,-0.015625,267.907,0.07,-0.14,0
268.009,1.05078,268.009,-0.0195312,-0.015625,268.011,0,0,-0.07
268.104,1.04688,268.107,-0.015625,-0.015625,268.107,0.07,-0.07,0
268.204,1.05469,268.206,-0.015625,-0.015625,268.207,0,-0.14,-0.07
268.305,1.05078,268.306,-0.015625,-0.015625,268.306,0,-0.14,0
268.404,1.03516,268.406,-0.015625,-0.015625,268.406,0,-0.14,0
268.504,1.03906,268.506,-0.015625,-0.015625,268.506,0,-0.14,0
268.604,1.04688,268.605,-0.015625,-0.0117188,268.607,0,-0.07,-0.07
268.705,1.04297,268.706,-0.015625,-0.015625,268.707,0.14,-0.07,-0.14
268.804,1.05078,268.805,-0.015625,-0.015625,268.807,0.14,-0.14,0
268.904,1.03516,268.907,-0.015625,-0.015625,268.907,0,-0.14,-0.07
269.004,1.04688,269.005,-0.015625,-0.015625,269.006,0.14,-0.14,0
269.104,1.04297,269.105,-0.015625,-0.0195312,269.107,0.14,-0.14,0
269.205,1.05078,269.206,-0.015625,-0.0117188,269.206,0,-0.14,-0.07
269.306,1.04688,269.307,-0.015625,-0.015625,269.307,0.07,-0.14,0
269.406,1.04297,269.406,-0.015625,-0.015625,269.407,0.07,-0.14,-0.07
269.505,1.03906,269.508,-0.015625,-0.0117188,269.508,0,-0.14,0
269.605,1.05078,269.605,-0.015625,-0.015625,269.607,0.07,-0.14,0
269.706,1.05078,269.707,-0.015625,-0.0117188,269.707,0.14,-0.21,0
269.808,1.04688,269.809,-0.015625,-0.015625,269.809,0,-0.21,-0.14
269.906,1.05469,269.906,-0.015625,-0.0117188,269.908,0.14,-0.14,0
270.006,1.04688,270.006,-0.015625,-0.015625,270.007,0,-0.14,-0.07
270.107,1.04688,270.108,-0.015625,-0.015625,270.108,0,-0.07,0
270.206,1.05469,270.206,-0.0117188,-0.0117188,270.207,0.07,-0.21,-0.07
270.316,1.04688,270.312,-0.015625,-0.015625,270.312,0,-0.21,-0.14
270.405,1.05078,270.407,-0.015625,-0.015625,270.408,0,-0.14,-0.07
270.505,1.03516,270.506,-0.015625,-0.015625,270.508,0.14,-0.14,-0.07
270.607,1.04688,270.607,-0.015625,-0.015625,270.607,0,-0.07,0
270.705,1.03516,270.707,-0.015625,-0.015625,270.708,0,-0.14,-0.07
270.806,1.04297,270.806,-0.015625,-0.015625,270.807,0,-0.07,-0.07
270.906,1.03516,270.907,-0.015625,-0.015625,270.908,0.07,-0.07,-0.07
271.005,1.04297,271.007,-0.015625,-0.015625,271.008,0,-0.14,-0.07
271.105,1.05859,271.106,-0.015625,-0.015625,271.108,0,-0.14,0
271.205,1.03516,271.206,-0.015625,-0.015625,271.208,0,-0.14,-0.07
271.305,1.05078,271.307,-0.015625,-0.015625,271.308,0,-0.21,-0.07
271.405,1.03906,271.406,-0.0117188,-0.015625,271.408,0,-0.07,-0.07
271.507,1.05078,271.507,-0.015625,-0.015625,271.508,0.14,-0.21,0
271.606,1.05469,271.607,-0.0117188,-0.0117188,271.607,0.14,-0.14,-0.07
271.706,1.04688,271.707,-0.015625,-0.0195312,271.707,0.07,-0.14,-0.07
271.806,1.04297,271.806,-0.015625,-0.0195312,271.808,0,-0.14,0
271.905,1.04297,271.907,-0.015625,-0.015625,271.908,0,-0.14,-0.07
272.006,1.05078,272.006,-0.015625,-0.015625,272.007,0.07,-0.14,-0.07
272.106,1.05078,272.106,-0.015625,-0.015625,272.108,0.07,-0.21,-0.07
272.209,1.05469,272.21,-0.015625,-0.0117188,272.21,0,-0.07,-0.07
272.306,1.04688,272.306,-0.015625,-0.015625,272.308,0.14,-0.14,-0.07
272.405,1.05078,272.407,-0.0195312,-0.015625,272.408,0,-0.14,-0.07
272.505,1.05078,272.506,-0.015625,-0.015625,272.508,0.07,-0.14,-0.07
272.605,1.05859,272.606,-0.015625,-0.015625,272.608,-0.07,-0.07,-0.07
272.705,1.05469,272.707,-0.015625,-0.015625,272.707,0.07,-0.07,-0.07
272.805,1.03906,272.806,-0.0195312,-0.0117188,272.807,0,-0.14,-0.07
272.905,1.04297,272.907,-0.015625,-0.015625,272.908,0.07,-0.21,-0.14
273.005,1.04688,273.008,-0.015625,-0.0117188,273.008,0,-0.14,-0.07
273.105,1.05078,273.107,-0.015625,-0.015625,273.108,0,-0.07,-0.07
273.205,1.04297,273.208,-0.015625,-0.015625,273.208,0,-0.07,-0.07
273.306,1.05078,273.307,-0.015625,-0.015625,273.307,0,-0.21,-0.07
273.405,1.03516,273.407,-0.015625,-0.015625,273.407,0.07,-0.14,-0.07
273.505,1.05078,273.506,-0.015625,-0.015625,273.508,0.07,-0.07,-0.07
273.606,1.04688,273.608,-0.015625,-0.015625,273.608,0.07,-0.07,-0.07
273.705,1.05078,273.707,-0.015625,-0.0195312,273.708,0,-0.14,0
273.809,1.03906,273.81,-0.015625,-0.015625,273.81,0,-0.14,0
273.905,1.04688,273.907,-0.015625,-0.015625,273.907,0,-0.14,-0.07
274.005,1.05859,274.006,-0.0117188,-0.015625,274.008,0,-0.14,0
274.105,1.04688,274.106,-0.015625,-0.015625,274.108,0,-0.14,-0.07
274.206,1.04297,274.206,-0.015625,-0.0195312,274.208,0,-0.14,-0.07
274.305,1.03125,274.307,-0.015625,-0.0117188,274.308,0.07,-0.07,-0.14
274.405,1.03516,274.407,-0.015625,-0.015625,274.408,0,-0.14,0
274.505,1.05859,274.508,-0.015625,-0.015625,274.508,0.07,-0.07,0
274.607,1.05078,274.608,-0.015625,-0.015625,274.608,0,-0.14,0
274.705,1.04688,274.706,-0.015625,-0.015625,274.708,0,-0.14,-0.07
274.806,1.03516,274.806,-0.015625,-0.015625,274.807,0.07,-0.14,-0.07
274.905,1.03906,274.907,-0.015625,-0.015625,274.908,0,-0.14,-0.07
275.005,1.03906,275.006,-0.015625,-0.0117188,275.008,0,-0.07,0
275.105,1.05859,275.106,-0.015625,-0.015625,275.107,0,-0.14,0
275.205,1.04688,275.206,-0.015625,-0.015625,275.207,0.07,-0.07,-0.07
275.306,1.03906,275.307,-0.015625,-0.0195312,275.307,0,-0.14,-0.14
275.407,1.03516,275.407,-0.015625,-0.015625,275.407,0,-0.14,0
275.505,1.03906,275.507,-0.015625,-0.015625,275.507,0,-0.14,-0.07
275.605,1.04688,275.608,-0.015625,-0.015625,275.608,0.07,-0.14,0
275.705,1.05078,275.708,-0.0195312,-0.0117188,275.708,0,-0.14,0
275.806,1.04688,275.807,-0.015625,-0.015625,275.807,0,-0.07,-0.07
275.905,1.05469,275.907,-0.015625,-0.0117188,275.908,0,-0.14,-0.07
276.005,1.03906,276.007,-0.015625,-0.0117188,276.007,0.14,-0.14,0
276.105,1.05078,276.106,-0.015625,-0.015625,276.108,0,-0.07,0
276.205,1.05469,276.208,-0.015625,-0.015625,276.208,0,-0.14,0
276.306,1.05469,276.307,-0.015625,-0.015625,276.308,0,-0.14,-0.07
276.407,1.05078,276.407,-0.015625,-0.015625,276.408,0.07,-0.28,-0.07
276.505,1.05078,276.506,-0.015625,-0.015625,276.507,0.07,-0.14,0
276.605,1.04688,276.606,-0.015625,-0.0117188,276.608,0.07,-0.14,-0.07
276.705,1.05078,276.706,-0.015625,-0.015625,276.708,0,-0.14,0
276.806,1.03906,276.806,-0.0195312,-0.0195312,276.809,0,-0.07,-0.14
276.906,1.04688,276.906,-0.015625,-0.015625,276.907,0,-0.14,0
277.005,1.05078,277.007,-0.015625,-0.0117188,277.008,0,-0.14,-0.07
277.106,1.05078,277.107,-0.015625,-0.0195312,277.107,0,-0.14,0
277.205,1.05078,277.206,-0.015625,-0.015625,277.208,0.07,-0.21,-0.07
277.306,1.04688,277.306,-0.015625,-0.015625,277.309,0.07,-0.14,0
277.406,1.04688,277.407,-0.015625,-0.0195312,277.408,0.14,-0.07,-0.07
277.507,1.05078,277.507,-0.015625,-0.015625,277.508,0.14,-0.14,0
277.606,1.04688,277.608,-0.015625,-0.015625,277.608,0.07,-0.14,0
277.706,1.05859,277.708,-0.015625,-0.0117188,277.709,0,-0.07,0
277.806,1.05469,277.807,-0.015625,-0.015625,277.808,0,-0.07,0
277.906,1.05078,277.908,-0.015625,-0.0117188,277.909,0.07,-0.21,-0.07
278.006,1.04688,278.008,-0.015625,-0.0117188,278.008,0,-0.14,-0.07
278.106,1.04297,278.108,-0.015625,-0.0117188,278.109,0,-0.28,-0.07
278.206,1.04688,278.207,-0.015625,-0.015625,278.209,0,-0.07,0
278.307,1.04297,278.307,-0.015625,-0.0117188,278.308,0,-0.21,0
278.406,1.04688,278.407,-0.015625,-0.015625,278.41,0,-0.14,-0.07
278.506,1.03906,278.507,-0.015625,-0.0195312,278.509,0.14,-0.14,-0.07
278.607,1.03906,278.607,-0.0117188,-0.015625,278.609,0,-0.14,-0.14
278.707,1.04688,278.707,-0.015625,-0.0195312,278.708,0.07,-0.07,0
278.806,1.05078,278.809,-0.015625,-0.015625,278.809,0.07,-0.14,-0.07
278.906,1.04688,278.908,-0.015625,-0.015625,278.909,0,-0.07,-0.07
279.006,1.04688,279.007,-0.015625,-0.015625,279.008,0,-0.14,0
279.107,1.03516,279.107,-0.0195312,-0.015625,279.108,0,-0.07,0
279.206,1.03516,279.208,-0.015625,-0.015625,279.208,0,-0.14,0
279.306,1.04297,279.307,-0.015625,-0.015625,279.308,0.07,-0.21,-0.07
279.407,1.04297,279.407,-0.015625,-0.0195312,279.408,0,-0.28,0
279.506,1.03516,279.508,-0.015625,-0.015625,279.509,0,-0.21,-0.07
279.606,1.03516,279.607,-0.015625,-0.0117188,279.609,0,-0.14,-0.14
279.706,1.03906,279.709,-0.015625,-0.015625,279.709,0.14,-0.21,-0.07
279.806,1.05078,279.807,-0.015625,-0.015625,279.809,0.07,-0.14,0
279.906,1.03516,279.909,-0.015625,-0.0117188,279.909,0.14,-0.14,-0.07
280.007,1.05078,280.007,-0.015625,-0.015625,280.008,0.07,-0.14,-0.07
280.106,1.05469,280.109,-0.015625,-0.015625,280.109,0,-0.14,0
280.206,1.03516,280.208,-0.015625,-0.0117188,280.209,0,-0.07,-0.07
280.307,1.04688,280.308,-0.0195312,-0.0117188,280.309,0.07,-0.07,-0.07
280.406,1.04297,280.408,-0.015625,-0.015625,280.408,0,0,-0.14
280.506,1.03906,280.509,-0.015625,-0.015625,280.509,0,-0.14,-0.07
280.61,1.03906,280.61,-0.015625,-0.015625,280.611,0,0,-0.14
280.706,1.04688,280.709,-0.015625,-0.0078125,280.709,0.14,-0.14,0
280.806,1.04688,280.808,-0.015625,-0.015625,280.809,0,-0.14,0
280.906,1.04688,280.907,-0.015625,-0.015625,280.908,0,-0.14,-0.14
281.006,1.04297,281.007,-0.015625,-0.015625,281.008,0.14,-0.14,-0.14
281.106,1.04297,281.108,-0.015625,-0.0117188,281.109,0,-0.07,0
281.206,1.04688,281.207,-0.015625,-0.015625,281.208,0.07,-0.14,0
281.307,1.04688,281.307,-0.015625,-0.0117188,281.308,0,-0.14,0
281.406,1.04297,281.408,-0.015625,-0.015625,281.409,0,-0.21,-0.07
281.506,1.05078,281.508,-0.0195312,-0.0195312,281.508,0.07,-0.07,-0.07
281.607,1.05078,281.608,-0.015625,-0.015625,281.608,0,-0.21,-0.07
281.706,1.06641,281.708,-0.015625,-0.015625,281.708,0,-0.14,0
281.806,1.04297,281.808,-0.015625,-0.0195312,281.808,0,-0.14,-0.07
281.907,1.04297,281.907,-0.015625,-0.015625,281.908,0,-0.07,-0.07
282.007,1.04297,282.008,-0.015625,-0.015625,282.008,0,-0.14,-0.07
282.107,1.03125,282.107,-0.015625,-0.015625,282.108,0.07,-0.07,-0.07
282.207,1.03906,282.207,-0.015625,-0.015625,282.208,0,-0.21,-0.07
282.307,1.04688,282.308,-0.0195312,-0.0117188,282.308,0,-0.07,-0.07
282.407,1.04688,282.407,-0.015625,-0.015625,282.408,0,-0.14,-0.07
282.508,1.04297,282.509,-0.015625,-0.0117188,282.509,0.21,-0.07,0
282.607,1.03125,282.607,-0.015625,-0.015625,282.608,0.07,-0.07,0
282.709,1.04297,282.709,-0.015625,-0.015625,282.709,0,-0.14,-0.07
282.806,1.04297,282.808,-0.015625,-0.015625,282.809,0,-0.07,-0.07
282.906,1.04688,282.909,-0.015625,-0.0117188,282.909,0,-0.14,-0.07
283.007,1.05078,283.008,-0.0195312,-0.015625,283.008,0,-0.07,0
283.106,1.03906,283.107,-0.0117188,-0.015625,283.109,0.14,-0.14,0
283.206,1.04297,283.207,-0.015625,-0.015625,283.209,0.07,-0.21,-0.07
283.307,1.04297,283.308,-0.015625,-0.015625,283.308,0.07,-0.14,-0.07
283.406,1.05859,283.407,-0.015625,-0.015625,283.409,0.07,-0.14,-0.14
283.507,1.04688,283.507,-0.015625,-0.0195312,283.508,-0.07,-0.14,0
283.606,1.05078,283.607,-0.015625,-0.015625,283.609,0.07,-0.21,-0.14
283.706,1.03516,283.707,-0.015625,-0.0117188,283.708,0.07,-0.14,0
283.807,1.03906,283.808,-0.015625,-0.015625,283.808,0,-0.14,-0.07
283.906,1.05078,283.908,-0.015625,-0.015625,283.909,0,-0.07,-0.07
284.006,1.05078,284.007,-0.015625,-0.0117188,284.009,0.14,-0.07,0
284.106,1.05078,284.109,-0.015625,-0.015625,284.109,0,-0.07,-0.07
284.206,1.05078,284.207,-0.0195312,-0.015625,284.208,0,-0.07,0
284.306,1.04688,284.309,-0.015625,-0.015625,284.309,0,-0.21,0
284.407,1.04297,284.407,-0.0195312,-0.015625,284.409,0.07,-0.07,-0.07
284.506,1.05469,284.507,-0.015625,-0.015625,284.508,0,-0.21,0
284.606,1.03516,284.607,-0.015625,-0.015625,284.609,0,-0.14,-0.07
284.706,1.05078,284.709,-0.015625,-0.015625,284.709,0.07,-0.07,0
284.806,1.03906,284.808,-0.015625,-0.0117188,284.809,0,-0.07,0
284.906,1.04297,284.909,-0.015625,-0.0117188,284.909,0.07,-0.07,-0.07
285.007,1.05469,285.008,-0.015625,-0.0117188,285.008,0,-0.14,-0.14
285.107,1.05078,285.108,-0.015625,-0.015625,285.109,0.07,-0.14,0
285.207,1.05078,285.208,-0.0195312,-0.015625,285.21,0,-0.14,0
285.307,1.05078,285.31,-0.015625,-0.0117188,285.31,0,-0.07,-0.21
285.407,1.05078,285.409,-0.015625,-0.015625,285.409,0,-0.14,-0.14
285.508,1.05078,285.508,-0.015625,-0.015625,285.51,0.07,-0.14,-0.07
285.607,1.03906,285.609,-0.015625,-0.015625,285.61,0.07,-0.14,-0.07
285.708,1.05078,285.708,-0.015625,-0.0117188,285.709,0,-0.14,-0.07
285.807,1.03906,285.809,-0.015625,-0.015625,285.81,0,-0.14,-0.07
285.908,1.05859,285.908,-0.0117188,-0.0117188,285.91,0.07,0,0
286.007,1.05469,286.008,-0.015625,-0.015625,286.01,0.21,-0.28,0
286.108,1.04688,286.108,-0.015625,-0.0117188,286.109,0.07,-0.14,-0.07
286.209,1.05859,286.209,-0.015625,-0.015625,286.21,0,-0.07,0
286.307,1.04297,286.308,-0.015625,-0.0195312,286.309,0,-0.14,0
286.407,1.04688,286.41,-0.015625,-0.015625,286.41,0,-0.14,-0.07
286.508,1.03516,286.509,-0.015625,-0.015625,286.51,0.07,-0.14,-0.07
286.607,1.04297,286.609,-0.015625,-0.015625,286.609,0.07,-0.14,-0.07
286.707,1.03906,286.708,-0.015625,-0.0117188,286.709,0,-0.07,0
286.807,1.04688,286.81,-0.015625,-0.015625,286.81,0,-0.14,-0.07
286.907,1.04688,286.909,-0.015625,-0.0117188,286.91,0.07,-0.07,0
287.008,1.04297,287.008,-0.015625,-0.015625,287.01,0.07,-0.14,0
287.109,1.05078,287.11,-0.015625,-0.015625,287.11,0,-0.21,-0.07
287.208,1.04297,287.208,-0.015625,-0.015625,287.209,0.07,-0.14,-0.14
287.307,1.05078,287.308,-0.015625,-0.015625,287.309,0,-0.14,-0.07
287.407,1.04297,287.408,-0.015625,-0.015625,287.409,0.07,-0.14,0
287.508,1.05078,287.508,-0.015625,-0.015625,287.509,0.07,-0.14,-0.14
287.608,1.04688,287.609,-0.0195312,-0.015625,287.609,0.07,-0.14,-0.07
287.707,1.04688,287.708,-0.015625,-0.015625,287.71,0,-0.14,-0.07
287.807,1.04297,287.808,-0.015625,-0.0195312,287.81,0.07,-0.07,0
287.907,1.03125,287.909,-0.015625,-0.015625,287.909,0,-0.21,0
288.008,1.04297,288.009,-0.015625,-0.015625,288.01,0.07,-0.14,-0.14
288.108,1.04297,288.109,-0.015625,-0.015625,288.109,0,-0.07,0
288.209,1.05078,288.21,-0.0195312,-0.0117188,288.21,0.07,-0.07,-0.07
288.308,1.04297,288.309,-0.015625,-0.015625,288.31,0,-0.21,-0.07
288.407,1.05859,288.408,-0.015625,-0.0117188,288.41,0,-0.14,-0.07
288.508,1.04688,288.508,-0.015625,-0.015625,288.509,0.07,-0.14,-0.07
288.607,1.03906,288.608,-0.015625,-0.015625,288.609,0.14,-0.07,-0.07
288.707,1.05078,288.709,-0.015625,-0.015625,288.71,0,-0.21,0
288.807,1.04297,288.808,-0.0117188,-0.015625,288.809,0.07,-0.14,0
288.908,1.03906,288.909,-0.015625,-0.015625,288.91,0.07,-0.14,-0.07
289.007,1.05078,289.009,-0.015625,-0.015625,289.01,0,-0.14,-0.14
289.107,1.05078,289.108,-0.015625,-0.015625,289.109,0.07,-0.21,-0.07
289.207,1.04297,289.209,-0.015625,-0.015625,289.21,0.07,-0.07,0
289.307,1.05078,289.309,-0.0195312,-0.015625,289.31,0,-0.14,-0.07
289.407,1.03516,289.408,-0.015625,-0.015625,289.41,0,-0.21,0
289.507,1.03906,289.508,-0.015625,-0.015625,289.51,0.07,-0.14,0
289.608,1.04688,289.609,-0.015625,-0.015625,289.609,0,-0.07,-0.07
289.708,1.03125,289.708,-0.015625,-0.0117188,289.709,0.07,-0.21,0
289.809,1.05078,289.81,-0.015625,-0.015625,289.81,0,-0.07,-0.07
289.907,1.05078,289.909,-0.015625,-0.015625,289.909,0.07,-0.21,-0.07
290.007,1.04688,290.008,-0.0195312,-0.015625,290.009,0,-0.14,-0.07
290.108,1.04297,290.108,-0.015625,-0.0195312,290.109,0,-0.21,-0.14
290.207,1.05078,290.209,-0.015625,-0.015625,290.21,0.07,-0.21,-0.14
290.308,1.04688,290.308,-0.015625,-0.0117188,290.31,0,-0.14,-0.07
290.407,1.04688,290.408,-0.015625,-0.0117188,290.409,0,-0.07,-0.07
290.508,1.05078,290.508,-0.015625,-0.015625,290.51,0,0,-0.07
290.607,1.05078,290.61,-0.0195312,-0.015625,290.61,0.14,-0.07,-0.07
290.707,1.04297,290.71,-0.015625,-0.0117188,290.71,0.07,-0.14,0
290.807,1.03906,290.81,-0.015625,-0.015625,290.81,0.07,-0.07,0
290.907,1.05078,290.91,-0.0195312,-0.015625,290.91,0.07,-0.21,-0.07
291.009,1.05078,291.009,-0.015625,-0.0117188,291.01,0,-0.14,-0.14
291.116,1.04688,291.117,-0.015625,-0.0195312,291.118,0.07,-0.14,0
291.208,1.05078,291.209,-0.015625,-0.015625,291.209,0,-0.07,-0.07
291.307,1.0625,291.31,-0.015625,-0.015625,291.31,0.07,-0.07,-0.07
291.408,1.04688,291.408,-0.015625,-0.015625,291.41,0.07,-0.07,0
291.507,1.03516,291.51,-0.015625,-0.015625,291.51,0,-0.21,-0.07
291.607,1.05859,291.608,-0.015625,-0.015625,291.61,0,-0.21,-0.07
291.707,1.04688,291.71,-0.015625,-0.015625,291.71,0.07,-0.21,-0.07
291.808,1.04297,291.808,-0.015625,-0.015625,291.809,0.07,-0.14,-0.07
291.907,1.04297,291.909,-0.015625,-0.015625,291.91,0.07,-0.07,-0.07
292.007,1.04688,292.009,-0.015625,-0.015625,292.009,0,-0.14,-0.07
292.107,1.03125,292.11,-0.015625,-0.015625,292.11,0,-0.07,-0.07
292.207,1.04688,292.209,-0.015625,-0.0195312,292.209,0.07,-0.21,-0.07
292.307,1.03125,292.308,-0.015625,-0.015625,292.31,0,-0.21,-0.14
292.408,1.04297,292.408,-0.015625,-0.015625,292.409,0.07,-0.14,0
292.508,1.05469,292.508,-0.015625,-0.0117188,292.509,0,-0.14,0
292.607,1.05078,292.609,-0.0195312,-0.015625,292.609,0.07,-0.14,-0.07
292.707,1.04297,292.71,-0.015625,-0.0117188,292.71,0,-0.14,-0.07
292.808,1.05469,292.808,-0.015625,-0.015625,292.809,0.07,-0.14,0
292.907,1.05859,292.908,-0.0195312,-0.015625,292.909,0.14,-0.14,-0.07
293.008,1.03516,293.009,-0.015625,-0.015625,293.009,0,-0.14,-0.14
293.108,1.04297,293.108,-0.0195312,-0.0117188,293.109,0,-0.21,-0.07
293.208,1.03516,293.208,-0.015625,-0.015625,293.209,0.07,-0.14,-0.07
293.307,1.04297,293.31,-0.015625,-0.015625,293.31,0.07,-0.14,-0.07
293.408,1.03516,293.408,-0.015625,-0.0117188,293.409,0.07,-0.21,-0.14
293.508,1.03906,293.509,-0.015625,-0.015625,293.51,0.07,-0.07,-0.14
293.608,1.05078,293.609,-0.015625,-0.015625,293.611,0,-0.14,-0.07
293.709,1.05078,293.709,-0.015625,-0.0117188,293.71,0,-0.21,-0.07
293.808,1.04688,293.809,-0.015625,-0.015625,293.811,0,-0.21,-0.07
293.908,1.04297,293.909,-0.015625,-0.0117188,293.911,0.07,-0.14,-0.07
294.008,1.04297,294.009,-0.0195312,-0.0117188,294.011,0.14,-0.07,-0.07
294.108,1.05078,294.109,-0.0195312,-0.015625,294.11,0.07,-0.21,-0.07
294.209,1.05078,294.21,-0.015625,-0.0195312,294.21,0.07,-0.07,-0.28
294.308,1.05078,294.311,-0.015625,-0.015625,294.311,0,-0.14,-0.21
294.409,1.04688,294.41,-0.015625,-0.0117188,294.41,0,-0.21,-0.07
294.508,1.04297,294.51,-0.015625,-0.015625,294.511,0.07,-0.07,-0.07
294.608,1.04688,294.61,-0.015625,-0.015625,294.611,0,-0.07,-0.07
294.709,1.03516,294.709,-0.015625,-0.015625,294.71,0,-0.14,-0.07
294.809,1.03516,294.81,-0.015625,-0.015625,294.81,0.07,-0.14,-0.07
294.908,1.05078,294.909,-0.015625,-0.015625,294.91,0.07,-0.14,-0.07
295.008,1.04688,295.009,-0.015625,-0.015625,295.011,0.14,-0.14,0
295.108,1.05078,295.111,-0.015625,-0.015625,295.111,0,-0.28,-0.14
295.208,1.03906,295.209,-0.0195312,-0.015625,295.21,0,-0.21,-0.07
295.311,1.04297,295.312,-0.015625,-0.015625,295.312,0,-0.14,-0.07
295.409,1.05469,295.41,-0.015625,-0.015625,295.41,0,-0.07,-0.07
295.508,1.05859,295.509,-0.015625,-0.015625,295.511,0.14,-0.14,-0.07
295.608,1.03906,295.61,-0.015625,-0.0117188,295.611,0.07,-0.14,0
295.708,1.03906,295.711,-0.015625,-0.015625,295.711,0,-0.14,-0.14
295.808,1.05078,295.809,-0.015625,-0.015625,295.811,0.07,-0.21,-0.07
295.909,1.05469,295.91,-0.015625,-0.0195312,295.91,0.07,-0.14,-0.14
296.008,1.03516,296.009,-0.015625,-0.0117188,296.011,0.07,-0.14,-0.07
296.109,1.05078,296.109,-0.015625,-0.015625,296.111,0,-0.14,-0.14
296.208,1.05078,296.21,-0.015625,-0.015625,296.21,0,-0.14,-0.07
296.308,1.04297,296.309,-0.015625,-0.015625,296.311,0.07,-0.14,0
296.408,1.03516,296.409,-0.015625,-0.015625,296.411,0,-0.21,-0.14
296.508,1.04688,296.511,-0.015625,-0.015625,296.511,0.07,-0.14,-0.07
296.609,1.03516,296.609,-0.015625,-0.015625,296.61,0.07,-0.14,0
296.708,1.03906,296.711,-0.015625,-0.015625,296.711,0.07,-0.14,0
296.808,1.04297,296.81,-0.015625,-0.0117188,296.811,0.14,-0.07,0
296.912,1.04688,296.912,-0.015625,-0.015625,296.912,0.14,-0.14,0
297.009,1.04297,297.01,-0.015625,-0.015625,297.01,0.07,-0.14,-0.07
297.108,1.03906,297.109,-0.015625,-0.0117188,297.111,0.21,-0.07,-0.07
297.208,1.05078,297.209,-0.015625,-0.015625,297.21,0.07,-0.21,-0.07
297.308,1.04688,297.309,-0.015625,-0.015625,297.31,0,-0.14,-0.14
297.408,1.03516,297.409,-0.015625,-0.015625,297.411,0.07,-0.14,-0.07
297.509,1.03516,297.509,-0.015625,-0.015625,297.511,0.14,-0.14,-0.07
297.609,1.05078,297.61,-0.0195312,-0.0195312,297.61,0,-0.14,0
297.709,1.04688,297.71,-0.015625,-0.015625,297.71,0,-0.14,0
297.808,1.06641,297.81,-0.015625,-0.0117188,297.81,0,-0.07,-0.07
297.909,1.03906,297.91,-0.015625,-0.015625,297.91,0,-0.14,-0.07
298.008,1.05859,298.009,-0.015625,-0.015625,298.01,0,-0.14,0
298.108,1.03906,298.109,-0.015625,-0.0117188,298.111,0,-0.14,-0.07
298.208,1.03516,298.211,-0.015625,-0.015625,298.211,0,-0.07,-0.07
298.308,1.05078,298.309,-0.015625,-0.015625,298.31,0.07,-0.14,-0.07
298.408,1.05078,298.409,-0.0195312,-0.015625,298.411,0,-0.14,-0.07
298.509,1.03906,298.509,-0.015625,-0.015625,298.51,0,0,-0.14
298.608,1.03516,298.61,-0.015625,-0.015625,298.61,0.14,-0.14,-0.07
298.709,1.03516,298.709,-0.015625,-0.015625,298.71,0.07,-0.21,-0.14
298.809,1.05078,298.809,-0.015625,-0.015625,298.81,0,-0.14,-0.14
298.908,1.04297,298.909,-0.015625,-0.0195312,298.911,0,-0.14,0
299.008,1.03516,299.01,-0.015625,-0.015625,299.011,0.07,-0.14,0
299.109,1.04688,299.11,-0.015625,-0.015625,299.11,0,-0.14,-0.14
299.208,1.04688,299.209,-0.015625,-0.015625,299.211,0,-0.14,0
299.308,1.03906,299.311,-0.0195312,-0.015625,299.311,0,-0.21,0
299.408,1.04688,299.409,-0.0195312,-0.0117188,299.411,0,-0.14,0
299.509,1.05469,299.51,-0.0195312,-0.015625,299.511,0,-0.14,0
299.608,1.04297,299.61,-0.015625,-0.015625,299.61,0,-0.14,-0.07
299.708,1.05078,299.711,-0.015625,-0.015625,299.712,0,-0.21,-0.14
299.808,1.03516,299.81,-0.015625,-0.0117188,299.811,0.14,-0.14,-0.07
299.909,1.03906,299.91,-0.015625,-0.015625,299.911,0,-0.14,-0.07
300.01,1.04688,300.01,-0.015625,-0.0117188,300.011,0.07,-0.07,-0.14
300.109,1.05078,300.11,-0.0195312,-0.0117188,300.111,0,-0.21,-0.07
300.21,1.03906,300.21,-0.015625,-0.0195312,300.211,0,-0.07,-0.14
300.309,1.03906,300.31,-0.015625,-0.015625,300.312,0,-0.14,0
300.41,1.04688,300.411,-0.0195312,-0.015625,300.411,0,-0.14,-0.07
300.509,1.03125,300.511,-0.015625,-0.015625,300.512,0,-0.14,-0.07
300.609,1.04297,300.61,-0.015625,-0.015625,300.612,0,-0.07,0
300.71,1.03906,300.711,-0.0117188,-0.015625,300.711,0.07,-0.14,-0.14
300.809,1.04688,300.81,-0.015625,-0.015625,300.811,0.14,-0.21,-0.07
300.91,1.04688,300.911,-0.015625,-0.0195312,300.911,0.07,-0.14,0
301.009,1.04297,301.011,-0.015625,-0.015625,301.011,0.14,-0.07,0
301.11,1.04688,301.111,-0.015625,-0.0117188,301.112,0,-0.14,0
301.21,1.03906,301.21,-0.015625,-0.0195312,301.211,0.07,-0.07,-0.07
301.31,1.04297,301.311,-0.015625,-0.0195312,301.312,0,-0.14,-0.07
