# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
238.294,191.523,-7.888,10.324,0.059,1.271,-645.141,0.675,645.142,270.06,6.66,1.269,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
238.698,188.342,-7.865,9.982,-0.075,0.246,-647.727,0.675,647.727,270.06,6.148,0.235,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
239.103,185.152,-7.895,9.948,0.018,0.583,-650.197,0.675,650.197,270.059,6.053,0.583,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
239.506,181.971,-7.888,10.087,0.012,0.719,-652.684,0.675,652.685,270.059,6.288,0.719,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
239.909,178.789,-7.883,10.267,-0.023,0.069,-655.279,0.675,655.28,270.059,6.578,0.065,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
240.313,175.606,-7.892,10.257,0.005,0.211,-657.928,0.675,657.929,270.059,6.551,0.211,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
240.716,172.427,-7.89,10.31,0.043,0.914,-660.585,0.674,660.586,270.059,6.636,0.913,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
241.118,169.251,-7.873,10.538,-0.038,0.136,-663.333,0.674,663.334,270.058,7.004,0.13,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
241.522,166.07,-7.889,10.514,0.014,0.48,-666.15,0.674,666.15,270.058,6.952,0.48,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
241.925,162.893,-7.883,10.639,0.009,0.583,-668.989,0.674,668.989,270.058,7.145,0.583,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
242.328,159.718,-7.88,10.796,0.004,0.594,-671.915,0.674,671.915,270.057,7.38,0.594,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
242.731,156.543,-7.878,10.96,0.018,0.805,-674.937,0.674,674.938,270.057,7.619,0.805,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
243.134,153.37,-7.871,11.183,0.063,1.369,-678.073,0.674,678.073,270.057,7.944,1.368,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
243.537,150.201,-7.845,10.779,-0.086,0.302,-681.164,0.673,681.165,270.057,7.392,0.29,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
243.941,147.022,-7.88,10.725,0.042,0.922,-684.13,0.673,684.13,270.056,7.275,0.921,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
244.344,143.854,-7.863,10.968,0.02,1.088,-687.133,0.673,687.133,270.056,7.646,1.088,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
244.747,140.685,-7.855,10.661,-0.024,0.807,-690.127,0.673,690.127,270.056,7.207,0.807,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
245.151,137.513,-7.865,10.451,0.077,1.468,-692.969,0.673,692.97,270.056,6.882,1.466,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
245.553,134.351,-7.834,10.047,-0.102,0.222,-695.623,0.673,695.623,270.055,6.291,0.197,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
245.958,131.175,-7.875,10.03,0.024,0.67,-698.15,0.672,698.151,270.055,6.211,0.67,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
246.36,128.01,-7.866,9.858,0.045,1.133,-700.594,0.672,700.594,270.055,5.942,1.133,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
246.762,124.848,-7.848,9.575,-0.005,1.057,-702.894,0.672,702.894,270.055,5.486,1.057,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
247.166,121.682,-7.85,9.827,-0.023,0.769,-705.192,0.672,705.192,270.055,5.912,0.769,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
247.569,118.517,-7.859,10.024,-0.015,0.493,-707.637,0.672,707.638,270.054,6.222,0.493,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
247.971,115.352,-7.865,10.153,0.006,0.558,-710.181,0.672,710.181,270.054,6.42,0.558,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
248.373,112.191,-7.862,10.294,0.041,1.037,-712.807,0.672,712.808,270.054,6.645,1.036,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
248.775,109.033,-7.846,10.555,-0.048,0.253,-715.563,0.671,715.563,270.054,7.061,0.249,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
249.178,105.869,-7.865,10.503,0.004,0.276,-718.386,0.671,718.387,270.054,6.961,0.276,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
249.58,102.71,-7.864,10.429,-2.364e-4,0.118,-721.16,0.671,721.16,270.053,6.85,0.118,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
249.981,99.552,-7.864,10.46,0.003,0.123,-723.921,0.671,723.921,270.053,6.897,0.123,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
250.383,96.395,-7.863,10.492,0.002,0.084,-726.7,0.671,726.7,270.053,6.947,0.084,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
250.784,93.239,-7.862,10.513,0.015,0.495,-729.496,0.671,729.496,270.053,6.98,0.494,28.61,-80.607,NaN,NaN,NaN,NaN,0.42,89.917
251.186,90.085,-7.856,10.378,0.128,1.678,-732.257,0.67,732.258,270.052,6.782,1.673,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
251.587,86.941,-7.804,9.911,-0.13,0.345,-734.846,0.67,734.846,270.052,6.11,0.32,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
251.991,83.776,-7.856,9.874,0.065,1.157,-737.289,0.67,737.289,270.052,5.981,1.155,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
252.393,80.629,-7.83,9.579,-0.062,0.193,-739.596,0.67,739.596,270.052,5.517,0.183,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
252.795,77.472,-7.855,9.557,0.037,0.84,-741.802,0.67,741.802,270.052,5.444,0.839,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
253.196,74.325,-7.841,9.741,0.022,1.043,-744.053,0.67,744.053,270.052,5.78,1.043,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
253.598,71.177,-7.832,9.988,-0.051,0.127,-746.459,0.67,746.459,270.051,6.199,0.116,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
254,68.024,-7.852,10.033,0.035,0.811,-748.961,0.67,748.961,270.051,6.246,0.81,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
254.401,64.879,-7.838,9.823,-0.014,0.561,-751.4,0.669,751.4,270.051,5.921,0.561,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
254.802,61.73,-7.844,9.694,0.016,0.75,-753.732,0.669,753.732,270.051,5.696,0.75,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
255.203,58.586,-7.838,9.869,-0.014,0.481,-756.077,0.669,756.077,270.051,5.997,0.481,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
255.605,55.439,-7.843,9.757,-0.009,0.048,-758.445,0.669,758.445,270.051,5.804,0.047,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
256.006,52.294,-7.847,9.749,0.027,0.688,-760.768,0.669,760.768,270.05,5.785,0.687,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
256.406,49.153,-7.836,9.906,0.107,1.61,-763.14,0.669,763.141,270.05,6.06,1.606,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
256.807,46.02,-7.793,10.28,-0.124,0.149,-765.7,0.669,765.7,270.05,6.705,0.082,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
257.21,42.868,-7.843,10.297,0.003,0.042,-768.396,0.668,768.396,270.05,6.672,0.042,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
257.611,39.728,-7.842,10.285,0.102,1.412,-771.064,0.668,771.064,270.05,6.655,1.408,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
258.011,36.596,-7.801,10.629,-0.092,0.297,-773.841,0.668,773.841,270.049,7.219,0.283,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
258.413,33.45,-7.838,10.579,0.062,1.122,-776.722,0.668,776.722,270.049,7.105,1.121,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
258.814,30.318,-7.813,10.264,-0.034,0.718,-779.477,0.668,779.477,270.049,6.656,0.717,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
259.215,27.178,-7.827,10.463,0.016,0.881,-782.207,0.668,782.207,270.049,6.944,0.881,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
259.616,24.043,-7.821,10.228,-0.021,0.551,-784.918,0.668,784.918,270.049,6.591,0.551,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
260.017,20.907,-7.829,10.093,-0.012,0.064,-787.516,0.667,787.516,270.049,6.37,0.063,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
260.417,17.772,-7.834,10.081,0.003,0.011,-790.061,0.667,790.061,270.048,6.345,0.011,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
260.817,14.639,-7.833,10.083,0.003,0.053,-792.6,0.667,792.6,270.048,6.35,0.053,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
261.217,11.507,-7.832,10.096,0.031,0.746,-795.143,0.667,795.143,270.048,6.371,0.745,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
261.617,8.378,-7.819,10.277,-0.008,0.586,-797.75,0.667,797.75,270.048,6.669,0.586,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
262.017,5.247,-7.823,10.129,-0.004,0.458,-800.372,0.667,800.373,270.048,6.434,0.458,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
262.417,2.117,-7.824,10.014,0.065,1.204,-802.91,0.667,802.91,270.048,6.251,1.202,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
262.688,0,-7.807,10.207,-0.014,0.834,-804.647,0.666,804.647,270.047,6.576,0.834,28.61,-80.608,NaN,NaN,NaN,NaN,0.42,89.917
